AGE,SEX,SCHOOL_AGED,SCHOOL_LEVEL,BURGERS_EATEN,RESTAURANTS_VISITED,CLASSIFICATION,STATE,COUNTY,COUNTY_CODE
45,FEMALE,False,NOT,30,12,1,VA,Roanoke,51161
71,FEMALE,False,NOT,23,5,0,VA,Hampton,51650
70,MALE,False,NOT,12,3,0,VA,Portsmouth,51740
22,MALE,True,CL,1,3,0,VA,Arlington,51013
68,FEMALE,False,NOT,21,2,1,VA,Pulaski,51155
7,FEMALE,True,ES,9,11,0,VA,Roanoke,51161
32,FEMALE,False,NOT,13,9,0,VA,Russell,51167
23,MALE,False,CL,12,3,1,VA,Chesapeake,51550
5,MALE,True,ES,70,2,0,VA,Montgomery,51121
55,FEMALE,False,NOT,7,10,1,VA,Fairfax,51059
63,MALE,False,NOT,83,12,1,VA,Campbell,51031
61,FEMALE,False,NOT,97,11,1,MD,Anne Arundel,24003
46,MALE,False,NOT,47,2,1,VA,Chesterfield,51041
45,MALE,False,NOT,1,7,0,VA,Pulaski,51155
76,MALE,False,NOT,5,11,1,VA,Fairfax,51059
30,FEMALE,False,NOT,55,24,1,VA,Norfolk,51710
47,MALE,False,NOT,7,11,1,VA,Prince William,51153
25,MALE,False,NOT,25,4,0,VA,Fairfax,51059
61,FEMALE,False,NOT,12,8,1,VA,Chesapeake,51550
60,FEMALE,False,NOT,59,5,1,VA,Hampton,51650
45,MALE,False,NOT,23,4,1,VA,Roanoke,51161
45,MALE,False,NOT,27,6,1,MD,Montgomery,24031
38,FEMALE,False,NOT,128,4,1,VA,Virginia Beach,51810
46,FEMALE,False,NOT,84,4,1,VA,Goochland,51075
9,MALE,True,ES,23,2,0,VA,Henrico,51087
47,FEMALE,False,NOT,1,3,0,VA,Newport News,51700
75,FEMALE,False,NOT,41,2,1,VA,Richmond City,51760
28,FEMALE,False,NOT,107,14,0,VA,Tazewell,51185
44,FEMALE,False,NOT,1,2,0,VA,Hampton,51650
34,MALE,False,NOT,45,5,0,VA,Falls Church,51610
27,FEMALE,False,NOT,62,2,0,VA,Wythe,51197
58,FEMALE,False,NOT,23,11,1,NC,Mecklenburg,37119
29,FEMALE,False,NOT,26,6,1,VA,Wythe,51197
57,MALE,False,NOT,24,11,1,VA,Arlington,51013
42,FEMALE,False,NOT,135,14,1,VA,Washington,51191
13,MALE,True,MS,3,7,0,VA,Campbell,51031
23,FEMALE,False,CL,46,3,0,VA,Roanoke City,51770
42,MALE,False,NOT,43,11,1,VA,Pulaski,51155
33,MALE,False,NOT,7,9,0,VA,Goochland,51075
32,FEMALE,False,NOT,25,7,1,VA,Falls Church,51610
39,MALE,False,NOT,5,20,1,VA,Norfolk,51710
25,FEMALE,False,NOT,36,8,0,VA,Pulaski,51155
19,MALE,True,CL,64,7,0,VA,Pittsylvania,51143
47,MALE,False,NOT,26,6,1,VA,Russell,51167
1,MALE,True,NOT,43,1,0,VA,Rockingham,51165
30,FEMALE,False,NOT,8,2,1,VA,Manassas,51683
46,MALE,False,NOT,8,1,1,VA,Hampton,51650
68,MALE,False,NOT,24,16,1,VA,Campbell,51031
34,MALE,False,NOT,4,1,1,VA,Newport News,51700
75,FEMALE,False,NOT,7,3,1,VA,Augusta,51015
19,FEMALE,True,CL,12,9,0,VA,Loudoun,51107
48,MALE,False,NOT,36,2,1,VA,Alexandria,51510
35,MALE,False,NOT,7,7,0,VA,Rockingham,51165
15,FEMALE,True,HS,22,8,0,VA,Chesterfield,51041
58,FEMALE,False,NOT,45,3,1,VA,Manassas,51683
37,MALE,False,NOT,14,1,1,VA,Augusta,51015
15,FEMALE,True,HS,14,23,0,VA,Montgomery,51121
50,FEMALE,False,NOT,36,11,1,NC,Mecklenburg,37119
10,FEMALE,True,ES,27,3,1,VA,Powhatan,51145
55,MALE,False,NOT,15,2,0,VA,Newport News,51700
22,MALE,True,CL,9,4,0,VA,Henrico,51087
86,MALE,False,NOT,11,7,0,VA,Pulaski,51155
26,MALE,False,NOT,46,14,1,VA,Roanoke City,51770
37,MALE,False,NOT,14,9,1,VA,Virginia Beach,51810
47,FEMALE,False,NOT,10,9,1,MD,Montgomery,24031
27,FEMALE,False,NOT,39,2,0,MD,Baltimore,24005
63,MALE,False,NOT,41,1,1,VA,Washington,51191
42,FEMALE,False,NOT,32,9,1,VA,Augusta,51015
7,FEMALE,True,ES,4,4,0,VA,Powhatan,51145
12,FEMALE,True,MS,53,6,0,VA,Virginia Beach,51810
66,FEMALE,False,NOT,22,3,0,VA,Arlington,51013
35,MALE,False,NOT,67,11,1,VA,Newport News,51700
35,FEMALE,False,NOT,17,6,0,VA,Newport News,51700
35,MALE,False,NOT,17,7,1,VA,Roanoke City,51770
19,FEMALE,True,CL,33,1,0,VA,Goochland,51075
35,FEMALE,False,NOT,22,4,1,VA,Manassas,51683
34,FEMALE,False,NOT,4,7,1,VA,Fairfax,51059
84,MALE,False,NOT,46,13,1,VA,Arlington,51013
42,MALE,False,NOT,3,3,1,VA,Montgomery,51121
39,FEMALE,False,NOT,52,2,1,NC,Guilford,37081
38,FEMALE,False,NOT,8,8,1,VA,Lynchburg,51680
39,FEMALE,False,NOT,101,23,1,MD,Howard,24027
35,MALE,False,NOT,4,4,0,VA,Wise,51195
54,MALE,False,NOT,8,7,1,MD,Howard,24027
33,MALE,False,NOT,51,4,1,VA,Charlottesville,51540
66,FEMALE,False,NOT,37,17,1,VA,Hampton,51650
32,FEMALE,False,NOT,54,1,1,VA,Richmond City,51760
60,MALE,False,NOT,40,4,1,VA,Roanoke City,51770
63,MALE,False,NOT,21,9,0,VA,Prince William,51153
26,MALE,False,NOT,64,8,1,VA,Mecklenburg,51117
13,FEMALE,True,MS,83,2,1,VA,Virginia Beach,51810
74,FEMALE,False,NOT,7,2,0,VA,Arlington,51013
33,FEMALE,False,NOT,61,5,0,NC,Durham,37063
42,MALE,False,NOT,60,10,1,VA,Lynchburg,51680
24,MALE,False,NOT,8,1,1,VA,Roanoke,51161
27,FEMALE,False,NOT,12,9,0,VA,Loudoun,51107
70,FEMALE,False,NOT,48,6,0,VA,Prince William,51153
68,FEMALE,False,NOT,14,6,1,VA,Alexandria,51510
46,FEMALE,False,NOT,27,5,0,VA,Tazewell,51185
35,FEMALE,False,NOT,29,1,1,MD,Howard,24027
52,FEMALE,False,NOT,8,1,0,VA,Portsmouth,51740
28,MALE,False,NOT,8,5,0,VA,Hanover,51085
44,MALE,False,NOT,6,14,0,VA,Pittsylvania,51143
20,MALE,True,CL,38,3,0,VA,Pittsylvania,51143
18,MALE,True,HS,4,18,1,VA,Arlington,51013
47,FEMALE,False,NOT,52,7,0,VA,Norfolk,51710
43,MALE,False,NOT,13,6,0,VA,Loudoun,51107
41,MALE,False,NOT,27,5,0,NC,Wake,37183
30,MALE,False,NOT,6,11,1,VA,Portsmouth,51740
47,FEMALE,False,NOT,102,4,1,NC,Guilford,37081
27,MALE,False,NOT,40,8,1,VA,Richmond City,51760
6,MALE,True,ES,39,4,0,VA,Falls Church,51610
37,FEMALE,False,NOT,42,18,1,VA,Rockingham,51165
17,FEMALE,True,HS,36,2,1,VA,Charlottesville,51540
55,FEMALE,False,NOT,7,3,1,VA,Prince William,51153
70,MALE,False,NOT,9,12,0,VA,Campbell,51031
79,MALE,False,NOT,21,10,1,VA,Arlington,51013
38,FEMALE,False,NOT,37,3,0,VA,Fauquier,51061
23,MALE,False,CL,46,8,0,VA,Powhatan,51145
41,MALE,False,NOT,10,7,1,VA,Prince William,51153
39,MALE,False,NOT,19,4,0,VA,Washington,51191
43,MALE,False,NOT,88,5,1,VA,Norfolk,51710
62,FEMALE,False,NOT,16,5,0,NC,Guilford,37081
30,MALE,False,NOT,54,7,0,NC,Durham,37063
43,FEMALE,False,NOT,3,3,0,VA,Hampton,51650
20,MALE,True,CL,17,1,0,VA,Frederick,51069
36,FEMALE,False,NOT,61,1,0,VA,Newport News,51700
81,MALE,False,NOT,72,11,1,VA,Lynchburg,51680
24,MALE,False,NOT,33,1,0,VA,Powhatan,51145
57,MALE,False,NOT,1,8,1,VA,Pulaski,51155
33,FEMALE,False,NOT,1,8,1,VA,Richmond City,51760
58,MALE,False,NOT,31,6,0,VA,Henrico,51087
57,FEMALE,False,NOT,34,9,1,VA,Bedford,51019
21,MALE,True,CL,109,16,1,VA,Halifax,51083
53,MALE,False,NOT,11,5,1,MD,Montgomery,24031
13,MALE,True,MS,5,5,0,VA,Wise,51195
15,FEMALE,True,HS,20,7,0,VA,Campbell,51031
39,FEMALE,False,NOT,15,6,0,VA,Roanoke,51161
68,FEMALE,False,NOT,41,9,1,MD,Baltimore,24005
48,MALE,False,NOT,47,9,1,VA,Loudoun,51107
22,MALE,True,CL,19,5,1,VA,Mecklenburg,51117
7,MALE,True,ES,45,19,1,VA,Pittsylvania,51143
51,FEMALE,False,NOT,8,15,1,VA,Prince William,51153
38,FEMALE,False,NOT,29,13,0,VA,Roanoke City,51770
41,MALE,False,NOT,1,12,1,VA,Montgomery,51121
47,MALE,False,NOT,10,1,0,VA,Pulaski,51155
60,FEMALE,False,NOT,38,4,1,VA,Virginia Beach,51810
36,FEMALE,False,NOT,85,3,0,VA,Portsmouth,51740
71,MALE,False,NOT,9,25,1,NC,Wake,37183
24,FEMALE,False,NOT,30,5,0,VA,Brunswick,51025
10,FEMALE,True,ES,8,15,0,MD,Prince Georges,24033
64,FEMALE,False,NOT,16,22,1,VA,Campbell,51031
15,FEMALE,True,HS,35,8,1,VA,Hampton,51650
41,FEMALE,False,NOT,7,19,1,VA,Campbell,51031
69,MALE,False,NOT,16,6,1,VA,Rockingham,51165
9,MALE,True,ES,27,8,0,VA,Wise,51195
50,FEMALE,False,NOT,29,2,0,VA,Lynchburg,51680
10,MALE,True,ES,24,3,0,VA,Prince William,51153
40,FEMALE,False,NOT,27,5,0,VA,Chesterfield,51041
2,MALE,True,NOT,11,7,0,VA,Hampton,51650
15,MALE,True,HS,9,14,1,VA,Pittsylvania,51143
23,MALE,False,CL,7,4,0,VA,Charlottesville,51540
8,FEMALE,True,ES,8,10,0,NC,Mecklenburg,37119
52,MALE,False,NOT,7,8,0,NC,Mecklenburg,37119
45,MALE,False,NOT,25,4,1,VA,Powhatan,51145
68,FEMALE,False,NOT,8,1,1,VA,Tazewell,51185
16,MALE,True,HS,27,10,1,VA,Richmond City,51760
32,MALE,False,NOT,20,1,1,VA,Hanover,51085
12,FEMALE,True,MS,32,4,0,VA,Brunswick,51025
26,MALE,False,NOT,23,25,0,VA,Alexandria,51510
72,FEMALE,False,NOT,21,7,1,VA,Virginia Beach,51810
54,FEMALE,False,NOT,52,2,0,NC,Forsyth,37067
14,FEMALE,True,HS,48,5,1,VA,Brunswick,51025
4,FEMALE,True,NOT,30,11,0,VA,Virginia Beach,51810
4,MALE,True,NOT,47,2,1,VA,Alexandria,51510
54,FEMALE,False,NOT,8,8,1,VA,Hanover,51085
23,MALE,False,CL,16,2,0,NC,Mecklenburg,37119
87,FEMALE,False,NOT,17,10,0,VA,Halifax,51083
42,FEMALE,False,NOT,28,19,1,VA,Loudoun,51107
24,MALE,False,NOT,4,8,0,MD,Howard,24027
13,FEMALE,True,MS,29,2,1,VA,Augusta,51015
60,FEMALE,False,NOT,37,2,1,VA,Roanoke,51161
27,FEMALE,False,NOT,36,15,0,VA,Halifax,51083
47,FEMALE,False,NOT,3,8,1,VA,Newport News,51700
39,MALE,False,NOT,4,7,1,VA,Washington,51191
39,FEMALE,False,NOT,11,5,1,VA,Henrico,51087
57,MALE,False,NOT,87,1,1,VA,Rockingham,51165
13,FEMALE,True,MS,30,7,0,VA,Norfolk,51710
44,FEMALE,False,NOT,4,5,1,VA,Frederick,51069
32,MALE,False,NOT,32,14,1,VA,Newport News,51700
56,MALE,False,NOT,24,9,1,VA,Brunswick,51025
60,MALE,False,NOT,35,11,1,MD,Montgomery,24031
19,FEMALE,True,CL,21,5,1,VA,Chesterfield,51041
52,FEMALE,False,NOT,22,4,0,VA,Roanoke City,51770
15,MALE,True,HS,11,4,0,VA,Frederick,51069
34,FEMALE,False,NOT,104,9,0,VA,Lynchburg,51680
39,FEMALE,False,NOT,15,8,1,VA,Portsmouth,51740
57,MALE,False,NOT,19,1,0,VA,Bedford,51019
55,MALE,False,NOT,13,25,0,VA,Rockingham,51165
15,MALE,True,HS,1,12,1,VA,Rockingham,51165
52,FEMALE,False,NOT,4,7,1,VA,Roanoke City,51770
40,MALE,False,NOT,25,14,1,VA,Goochland,51075
77,MALE,False,NOT,15,9,0,VA,Hanover,51085
25,FEMALE,False,NOT,2,14,0,VA,Hanover,51085
30,MALE,False,NOT,40,14,0,VA,Augusta,51015
82,FEMALE,False,NOT,39,9,1,VA,Mecklenburg,51117
64,MALE,False,NOT,34,3,1,VA,Prince William,51153
14,MALE,True,HS,24,6,1,VA,Roanoke,51161
33,FEMALE,False,NOT,74,16,1,VA,Loudoun,51107
49,MALE,False,NOT,14,3,1,VA,Virginia Beach,51810
58,MALE,False,NOT,24,7,1,VA,Goochland,51075
20,MALE,True,CL,6,3,1,VA,Halifax,51083
70,FEMALE,False,NOT,3,10,0,VA,Mecklenburg,51117
10,FEMALE,True,ES,67,5,1,VA,Newport News,51700
17,MALE,True,HS,34,21,0,VA,Fairfax,51059
67,FEMALE,False,NOT,30,6,1,VA,Hanover,51085
38,FEMALE,False,NOT,100,18,1,VA,Chesterfield,51041
41,FEMALE,False,NOT,2,3,0,VA,Powhatan,51145
53,FEMALE,False,NOT,4,9,1,VA,Pittsylvania,51143
22,MALE,True,CL,87,10,0,VA,Alexandria,51510
11,MALE,True,MS,24,8,1,VA,Brunswick,51025
48,MALE,False,NOT,24,5,1,VA,Hanover,51085
55,MALE,False,NOT,15,8,1,VA,Richmond City,51760
41,FEMALE,False,NOT,23,13,1,VA,Wythe,51197
32,MALE,False,NOT,32,6,0,VA,Portsmouth,51740
16,MALE,True,HS,62,3,0,VA,Mecklenburg,51117
31,MALE,False,NOT,78,3,1,VA,Falls Church,51610
80,MALE,False,NOT,44,3,1,VA,Hanover,51085
32,MALE,False,NOT,11,3,0,VA,Wythe,51197
32,MALE,False,NOT,52,2,0,VA,Fauquier,51061
37,FEMALE,False,NOT,32,5,1,VA,Newport News,51700
30,FEMALE,False,NOT,29,4,0,VA,Mecklenburg,51117
68,MALE,False,NOT,12,17,1,VA,Brunswick,51025
56,MALE,False,NOT,21,1,1,VA,Norfolk,51710
26,MALE,False,NOT,14,15,0,VA,Chesterfield,51041
33,FEMALE,False,NOT,1,1,0,VA,Virginia Beach,51810
35,FEMALE,False,NOT,28,10,0,VA,Fauquier,51061
39,MALE,False,NOT,89,6,1,VA,Virginia Beach,51810
24,MALE,False,NOT,11,4,1,VA,Prince William,51153
26,FEMALE,False,NOT,29,7,1,VA,Bedford,51019
68,MALE,False,NOT,7,4,0,VA,Henrico,51087
73,MALE,False,NOT,48,6,1,VA,Russell,51167
26,FEMALE,False,NOT,64,19,1,VA,Virginia Beach,51810
31,FEMALE,False,NOT,1,3,0,VA,Rockingham,51165
52,FEMALE,False,NOT,19,1,1,VA,Fairfax,51059
9,MALE,True,ES,15,3,0,VA,Albemarle,51003
65,FEMALE,False,NOT,18,6,1,VA,Brunswick,51025
24,FEMALE,False,NOT,45,6,0,VA,Frederick,51069
49,MALE,False,NOT,18,4,1,VA,Richmond City,51760
8,FEMALE,True,ES,55,13,1,VA,Roanoke,51161
52,FEMALE,False,NOT,1,15,1,MD,Baltimore,24005
50,FEMALE,False,NOT,27,3,0,VA,Washington,51191
47,MALE,False,NOT,29,4,1,VA,Roanoke,51161
19,MALE,True,CL,5,4,1,VA,Charlottesville,51540
27,FEMALE,False,NOT,81,10,1,VA,Manassas,51683
42,MALE,False,NOT,16,2,0,VA,Charlottesville,51540
26,MALE,False,NOT,40,8,1,NC,Forsyth,37067
22,MALE,True,CL,10,5,0,VA,Arlington,51013
65,FEMALE,False,NOT,8,4,0,VA,Richmond City,51760
5,MALE,True,ES,44,17,1,VA,Loudoun,51107
69,MALE,False,NOT,9,4,0,NC,Mecklenburg,37119
18,MALE,True,HS,18,4,0,VA,Augusta,51015
46,FEMALE,False,NOT,12,19,1,VA,Roanoke City,51770
45,MALE,False,NOT,42,7,1,VA,Chesterfield,51041
19,MALE,True,CL,14,17,0,VA,Montgomery,51121
26,MALE,False,NOT,6,12,0,VA,Loudoun,51107
56,MALE,False,NOT,32,3,1,VA,Arlington,51013
33,FEMALE,False,NOT,74,6,0,VA,Roanoke,51161
86,MALE,False,NOT,47,8,1,VA,Fauquier,51061
23,FEMALE,False,CL,49,17,1,VA,Chesapeake,51550
23,MALE,False,CL,12,3,0,VA,Chesapeake,51550
16,FEMALE,True,HS,27,10,1,VA,Portsmouth,51740
24,MALE,False,NOT,16,25,0,VA,Mecklenburg,51117
36,FEMALE,False,NOT,7,4,0,VA,Falls Church,51610
87,FEMALE,False,NOT,33,7,1,VA,Montgomery,51121
24,FEMALE,False,NOT,30,7,1,VA,Fauquier,51061
5,MALE,True,ES,20,11,0,MD,Prince Georges,24033
29,FEMALE,False,NOT,60,7,0,VA,Lynchburg,51680
36,MALE,False,NOT,3,8,1,VA,Chesapeake,51550
68,FEMALE,False,NOT,38,8,1,VA,Frederick,51069
39,MALE,False,NOT,33,2,1,VA,Fairfax,51059
28,MALE,False,NOT,2,17,0,VA,Alexandria,51510
23,FEMALE,False,CL,32,7,0,VA,Hampton,51650
51,MALE,False,NOT,3,1,0,NC,Forsyth,37067
37,MALE,False,NOT,15,18,1,VA,Campbell,51031
50,FEMALE,False,NOT,17,8,1,VA,Washington,51191
16,MALE,True,HS,11,6,0,VA,Roanoke City,51770
31,MALE,False,NOT,10,11,0,MD,Anne Arundel,24003
56,MALE,False,NOT,11,5,1,NC,Mecklenburg,37119
11,FEMALE,True,MS,25,19,0,VA,Montgomery,51121
18,MALE,True,HS,54,2,0,VA,Portsmouth,51740
34,FEMALE,False,NOT,35,17,0,VA,Russell,51167
64,FEMALE,False,NOT,42,6,1,NC,Guilford,37081
72,FEMALE,False,NOT,71,17,1,VA,Tazewell,51185
19,FEMALE,True,CL,61,10,0,VA,Fairfax,51059
54,MALE,False,NOT,41,6,1,VA,Charlottesville,51540
71,MALE,False,NOT,5,3,0,VA,Goochland,51075
55,MALE,False,NOT,14,1,1,VA,Powhatan,51145
39,MALE,False,NOT,1,4,0,VA,Rockingham,51165
42,MALE,False,NOT,4,16,1,NC,Guilford,37081
22,FEMALE,True,CL,16,21,1,VA,Washington,51191
27,FEMALE,False,NOT,24,8,1,VA,Henrico,51087
32,FEMALE,False,NOT,54,1,1,NC,Wake,37183
31,MALE,False,NOT,43,4,1,VA,Falls Church,51610
29,FEMALE,False,NOT,66,1,1,VA,Loudoun,51107
16,MALE,True,HS,7,12,0,VA,Mecklenburg,51117
71,MALE,False,NOT,34,5,1,VA,Russell,51167
36,MALE,False,NOT,48,5,1,VA,Brunswick,51025
29,FEMALE,False,NOT,28,4,0,VA,Loudoun,51107
13,FEMALE,True,MS,34,5,1,VA,Virginia Beach,51810
50,FEMALE,False,NOT,24,2,1,VA,Charlottesville,51540
23,FEMALE,False,CL,18,2,0,NC,Wake,37183
26,FEMALE,False,NOT,25,8,1,MD,Anne Arundel,24003
26,MALE,False,NOT,33,6,0,VA,Fairfax,51059
52,FEMALE,False,NOT,83,4,1,VA,Bedford,51019
44,FEMALE,False,NOT,11,24,1,VA,Tazewell,51185
7,FEMALE,True,ES,12,11,0,VA,Powhatan,51145
64,MALE,False,NOT,15,3,0,VA,Bedford,51019
48,FEMALE,False,NOT,69,4,0,VA,Roanoke,51161
40,FEMALE,False,NOT,55,6,1,VA,Bedford,51019
21,MALE,True,CL,29,9,1,MD,Montgomery,24031
60,FEMALE,False,NOT,21,4,0,VA,Frederick,51069
37,MALE,False,NOT,8,7,1,NC,Guilford,37081
26,MALE,False,NOT,3,16,0,VA,Powhatan,51145
13,FEMALE,True,MS,18,6,1,VA,Charlottesville,51540
34,FEMALE,False,NOT,7,5,1,VA,Manassas,51683
67,FEMALE,False,NOT,52,3,1,VA,Bedford,51019
28,MALE,False,NOT,27,11,1,VA,Pulaski,51155
11,FEMALE,True,MS,22,8,0,VA,Fauquier,51061
28,MALE,False,NOT,5,3,1,VA,Tazewell,51185
27,MALE,False,NOT,15,8,0,VA,Henrico,51087
38,FEMALE,False,NOT,23,10,0,VA,Washington,51191
21,FEMALE,True,CL,70,13,0,VA,Bedford,51019
24,MALE,False,NOT,24,7,0,VA,Russell,51167
12,FEMALE,True,MS,36,5,0,VA,Campbell,51031
46,MALE,False,NOT,10,14,0,VA,Mecklenburg,51117
23,FEMALE,False,CL,20,13,0,VA,Fairfax,51059
19,FEMALE,True,CL,4,12,1,MD,Anne Arundel,24003
60,FEMALE,False,NOT,61,7,1,VA,Hanover,51085
67,FEMALE,False,NOT,50,10,1,VA,Augusta,51015
46,MALE,False,NOT,82,25,1,VA,Augusta,51015
70,MALE,False,NOT,23,7,1,VA,Campbell,51031
61,MALE,False,NOT,1,5,0,VA,Pulaski,51155
34,MALE,False,NOT,20,9,1,VA,Bedford,51019
16,MALE,True,HS,11,11,0,VA,Albemarle,51003
28,MALE,False,NOT,27,3,1,VA,Manassas,51683
23,FEMALE,False,CL,24,10,0,VA,Bedford,51019
50,FEMALE,False,NOT,18,5,1,VA,Charlottesville,51540
32,MALE,False,NOT,10,23,0,VA,Fairfax,51059
8,MALE,True,ES,51,2,1,VA,Rockingham,51165
29,MALE,False,NOT,8,13,0,VA,Henrico,51087
20,MALE,True,CL,27,25,0,VA,Tazewell,51185
36,MALE,False,NOT,76,2,1,VA,Brunswick,51025
58,MALE,False,NOT,48,17,1,VA,Virginia Beach,51810
13,FEMALE,True,MS,9,4,0,VA,Pulaski,51155
65,FEMALE,False,NOT,29,1,1,VA,Tazewell,51185
39,MALE,False,NOT,4,4,0,VA,Augusta,51015
51,MALE,False,NOT,8,11,0,VA,Newport News,51700
23,FEMALE,False,CL,17,10,0,VA,Brunswick,51025
35,FEMALE,False,NOT,19,6,1,VA,Bedford,51019
65,FEMALE,False,NOT,46,2,1,VA,Albemarle,51003
62,FEMALE,False,NOT,19,1,0,VA,Newport News,51700
38,FEMALE,False,NOT,23,8,1,VA,Norfolk,51710
31,MALE,False,NOT,44,2,1,VA,Manassas,51683
43,FEMALE,False,NOT,10,5,1,VA,Pulaski,51155
42,FEMALE,False,NOT,74,2,1,VA,Newport News,51700
70,FEMALE,False,NOT,63,10,0,VA,Manassas,51683
22,FEMALE,True,CL,25,3,0,NC,Wake,37183
22,FEMALE,True,CL,41,15,0,VA,Pulaski,51155
30,FEMALE,False,NOT,25,3,0,VA,Montgomery,51121
17,FEMALE,True,HS,21,9,0,VA,Manassas,51683
47,FEMALE,False,NOT,29,1,1,VA,Alexandria,51510
9,FEMALE,True,ES,52,18,1,VA,Frederick,51069
74,FEMALE,False,NOT,48,14,1,VA,Hanover,51085
45,FEMALE,False,NOT,11,14,0,VA,Prince William,51153
54,MALE,False,NOT,22,10,1,VA,Roanoke,51161
7,FEMALE,True,ES,6,9,0,VA,Mecklenburg,51117
52,FEMALE,False,NOT,37,8,1,VA,Hanover,51085
45,MALE,False,NOT,41,3,0,VA,Fauquier,51061
46,FEMALE,False,NOT,34,1,1,VA,Bedford,51019
34,FEMALE,False,NOT,139,6,1,VA,Augusta,51015
54,FEMALE,False,NOT,27,4,0,VA,Rockingham,51165
20,MALE,True,CL,1,3,0,VA,Wythe,51197
46,MALE,False,NOT,24,8,0,VA,Prince William,51153
12,MALE,True,MS,9,11,0,VA,Alexandria,51510
14,FEMALE,True,HS,45,8,1,VA,Alexandria,51510
73,MALE,False,NOT,53,1,1,VA,Norfolk,51710
22,FEMALE,True,CL,18,17,1,VA,Bedford,51019
17,MALE,True,HS,23,2,0,VA,Norfolk,51710
65,FEMALE,False,NOT,31,1,0,VA,Tazewell,51185
65,MALE,False,NOT,30,8,1,VA,Newport News,51700
28,MALE,False,NOT,53,6,1,VA,Chesapeake,51550
87,FEMALE,False,NOT,28,6,1,VA,Prince William,51153
25,FEMALE,False,NOT,22,7,0,VA,Washington,51191
62,FEMALE,False,NOT,18,7,1,VA,Manassas,51683
43,FEMALE,False,NOT,5,3,1,VA,Albemarle,51003
28,FEMALE,False,NOT,8,6,0,VA,Charlottesville,51540
56,MALE,False,NOT,7,3,1,VA,Richmond City,51760
12,FEMALE,True,MS,118,4,0,VA,Brunswick,51025
40,FEMALE,False,NOT,22,8,1,VA,Norfolk,51710
32,FEMALE,False,NOT,41,3,1,VA,Newport News,51700
54,MALE,False,NOT,37,4,1,VA,Hampton,51650
40,FEMALE,False,NOT,2,1,0,NC,Durham,37063
47,MALE,False,NOT,19,5,1,VA,Lynchburg,51680
53,FEMALE,False,NOT,33,10,1,VA,Lynchburg,51680
32,FEMALE,False,NOT,1,2,1,VA,Arlington,51013
43,FEMALE,False,NOT,19,4,0,VA,Russell,51167
78,MALE,False,NOT,44,1,0,VA,Roanoke City,51770
42,FEMALE,False,NOT,16,5,1,VA,Virginia Beach,51810
32,FEMALE,False,NOT,39,5,1,VA,Portsmouth,51740
60,MALE,False,NOT,9,8,0,VA,Arlington,51013
32,FEMALE,False,NOT,15,7,0,VA,Hampton,51650
76,MALE,False,NOT,41,14,1,VA,Tazewell,51185
68,FEMALE,False,NOT,20,1,0,VA,Lynchburg,51680
28,FEMALE,False,NOT,6,2,0,NC,Guilford,37081
29,MALE,False,NOT,44,1,1,VA,Hampton,51650
57,FEMALE,False,NOT,29,2,1,VA,Lynchburg,51680
67,FEMALE,False,NOT,10,12,0,VA,Brunswick,51025
61,FEMALE,False,NOT,40,15,1,VA,Hanover,51085
37,MALE,False,NOT,17,8,1,VA,Frederick,51069
39,FEMALE,False,NOT,64,4,1,VA,Frederick,51069
34,FEMALE,False,NOT,53,6,0,VA,Richmond City,51760
37,MALE,False,NOT,24,7,1,VA,Hampton,51650
26,FEMALE,False,NOT,35,6,0,VA,Loudoun,51107
80,FEMALE,False,NOT,61,3,0,VA,Tazewell,51185
52,FEMALE,False,NOT,23,3,1,VA,Pulaski,51155
50,MALE,False,NOT,1,3,0,VA,Montgomery,51121
66,FEMALE,False,NOT,35,3,1,VA,Roanoke City,51770
9,FEMALE,True,ES,46,12,0,VA,Newport News,51700
53,MALE,False,NOT,47,8,1,NC,Wake,37183
68,MALE,False,NOT,9,12,0,MD,Anne Arundel,24003
15,MALE,True,HS,65,6,0,VA,Henrico,51087
66,FEMALE,False,NOT,25,9,1,VA,Wythe,51197
52,MALE,False,NOT,58,9,1,VA,Wythe,51197
41,FEMALE,False,NOT,14,6,1,VA,Roanoke,51161
38,FEMALE,False,NOT,25,6,1,VA,Brunswick,51025
19,MALE,True,CL,32,8,1,VA,Rockingham,51165
7,FEMALE,True,ES,5,7,0,VA,Halifax,51083
62,MALE,False,NOT,9,18,1,VA,Fauquier,51061
17,MALE,True,HS,16,4,0,VA,Richmond City,51760
26,MALE,False,NOT,8,6,0,VA,Halifax,51083
85,MALE,False,NOT,10,6,1,NC,Guilford,37081
45,FEMALE,False,NOT,32,6,1,VA,Portsmouth,51740
47,FEMALE,False,NOT,17,15,0,VA,Manassas,51683
31,FEMALE,False,NOT,45,2,1,VA,Richmond City,51760
65,MALE,False,NOT,17,14,1,NC,Mecklenburg,37119
12,MALE,True,MS,35,4,0,VA,Russell,51167
54,FEMALE,False,NOT,10,25,1,VA,Lynchburg,51680
14,MALE,True,HS,16,2,0,VA,Montgomery,51121
80,FEMALE,False,NOT,28,6,0,VA,Fairfax,51059
49,MALE,False,NOT,23,3,0,VA,Norfolk,51710
19,MALE,True,CL,2,25,0,VA,Washington,51191
38,FEMALE,False,NOT,20,4,1,VA,Loudoun,51107
55,FEMALE,False,NOT,42,8,1,VA,Washington,51191
